,loss≤0%,loss≤5%,loss≤10%,loss≤15%,loss≤20%,loss≤25%,loss≤30%,loss≤35%,loss≤40%,loss≤45%,loss≤50%
speedup≥0%,0.08849557522123894,0.1592920353982301,0.23893805309734514,0.2743362831858407,0.336283185840708,0.415929203539823,0.4778761061946903,0.5309734513274337,0.6106194690265486,0.6283185840707964,0.7433628318584071
speedup≥5%,0.08849557522123894,0.1592920353982301,0.23893805309734514,0.2743362831858407,0.336283185840708,0.415929203539823,0.4778761061946903,0.5309734513274337,0.6106194690265486,0.6283185840707964,0.7433628318584071
speedup≥10%,0.08849557522123894,0.1592920353982301,0.23893805309734514,0.2743362831858407,0.336283185840708,0.415929203539823,0.4778761061946903,0.5309734513274337,0.6106194690265486,0.6283185840707964,0.7433628318584071
speedup≥15%,0.08849557522123894,0.1592920353982301,0.23893805309734514,0.2743362831858407,0.336283185840708,0.415929203539823,0.4778761061946903,0.5309734513274337,0.6106194690265486,0.6283185840707964,0.7433628318584071
speedup≥20%,0.061946902654867256,0.11504424778761062,0.18584070796460178,0.22123893805309736,0.2831858407079646,0.36283185840707965,0.4247787610619469,0.4778761061946903,0.5575221238938053,0.5752212389380531,0.6902654867256637
speedup≥25%,0.061946902654867256,0.09734513274336283,0.1592920353982301,0.18584070796460178,0.24778761061946902,0.3274336283185841,0.3893805309734513,0.4424778761061947,0.5221238938053098,0.5398230088495575,0.6548672566371682
speedup≥30%,0.04424778761061947,0.061946902654867256,0.12389380530973451,0.1504424778761062,0.21238938053097345,0.2920353982300885,0.35398230088495575,0.40707964601769914,0.48672566371681414,0.504424778761062,0.6194690265486725
speedup≥35%,0.035398230088495575,0.05309734513274336,0.11504424778761062,0.1415929203539823,0.20353982300884957,0.2743362831858407,0.336283185840708,0.3893805309734513,0.4690265486725664,0.48672566371681414,0.6017699115044248
speedup≥40%,0.035398230088495575,0.05309734513274336,0.11504424778761062,0.1415929203539823,0.20353982300884957,0.26548672566371684,0.3274336283185841,0.3805309734513274,0.46017699115044247,0.4778761061946903,0.5929203539823009
speedup≥45%,0.035398230088495575,0.05309734513274336,0.11504424778761062,0.1415929203539823,0.17699115044247787,0.23008849557522124,0.2831858407079646,0.336283185840708,0.415929203539823,0.4336283185840708,0.5486725663716814
speedup≥50%,0.035398230088495575,0.05309734513274336,0.11504424778761062,0.1415929203539823,0.168141592920354,0.22123893805309736,0.26548672566371684,0.3185840707964602,0.3893805309734513,0.40707964601769914,0.5221238938053098
