,loss≤0%,loss≤5%,loss≤10%,loss≤15%,loss≤20%,loss≤25%,loss≤30%,loss≤35%,loss≤40%,loss≤45%,loss≤50%
speedup≥0%,0.12389380530973451,0.37168141592920356,0.5221238938053098,0.6194690265486725,0.6814159292035398,0.8407079646017699,0.9292035398230089,0.9646017699115044,0.9646017699115044,0.9734513274336283,0.9734513274336283
speedup≥5%,0.12389380530973451,0.37168141592920356,0.5221238938053098,0.6194690265486725,0.6814159292035398,0.8407079646017699,0.9292035398230089,0.9646017699115044,0.9646017699115044,0.9734513274336283,0.9734513274336283
speedup≥10%,0.11504424778761062,0.36283185840707965,0.5132743362831859,0.6106194690265486,0.672566371681416,0.831858407079646,0.9203539823008849,0.9557522123893806,0.9557522123893806,0.9646017699115044,0.9646017699115044
speedup≥15%,0.07964601769911504,0.2920353982300885,0.4424778761061947,0.5398230088495575,0.6017699115044248,0.7610619469026548,0.8495575221238938,0.8849557522123894,0.8849557522123894,0.8938053097345132,0.8938053097345132
speedup≥20%,0.05309734513274336,0.23893805309734514,0.3893805309734513,0.48672566371681414,0.5486725663716814,0.7079646017699115,0.7964601769911505,0.831858407079646,0.831858407079646,0.8407079646017699,0.8407079646017699
speedup≥25%,0.05309734513274336,0.21238938053097345,0.3274336283185841,0.415929203539823,0.4778761061946903,0.6371681415929203,0.7256637168141593,0.7610619469026548,0.7610619469026548,0.7699115044247787,0.7699115044247787
speedup≥30%,0.035398230088495575,0.168141592920354,0.23893805309734514,0.3274336283185841,0.3893805309734513,0.5486725663716814,0.6283185840707964,0.6637168141592921,0.6637168141592921,0.672566371681416,0.672566371681416
speedup≥35%,0.02654867256637168,0.1415929203539823,0.20353982300884957,0.2831858407079646,0.34513274336283184,0.504424778761062,0.584070796460177,0.6194690265486725,0.6194690265486725,0.6283185840707964,0.6283185840707964
speedup≥40%,0.02654867256637168,0.12389380530973451,0.17699115044247787,0.24778761061946902,0.3008849557522124,0.46017699115044247,0.5398230088495575,0.5752212389380531,0.5752212389380531,0.584070796460177,0.584070796460177
speedup≥45%,0.017699115044247787,0.11504424778761062,0.168141592920354,0.23893805309734514,0.2920353982300885,0.4424778761061947,0.5221238938053098,0.5575221238938053,0.5575221238938053,0.5663716814159292,0.5663716814159292
speedup≥50%,0.017699115044247787,0.10619469026548672,0.1504424778761062,0.22123893805309736,0.2743362831858407,0.4247787610619469,0.504424778761062,0.5398230088495575,0.5398230088495575,0.5486725663716814,0.5486725663716814
