,loss≤0%,loss≤5%,loss≤10%,loss≤15%,loss≤20%,loss≤25%,loss≤30%,loss≤35%,loss≤40%,loss≤45%,loss≤50%
speedup≥0%,0.168141592920354,0.37168141592920356,0.5221238938053098,0.6371681415929203,0.6902654867256637,0.8584070796460177,0.9734513274336283,0.9734513274336283,0.9823008849557522,0.9823008849557522,0.9823008849557522
speedup≥5%,0.1592920353982301,0.36283185840707965,0.5132743362831859,0.6283185840707964,0.6814159292035398,0.8495575221238938,0.9646017699115044,0.9646017699115044,0.9734513274336283,0.9734513274336283,0.9734513274336283
speedup≥10%,0.1592920353982301,0.36283185840707965,0.5132743362831859,0.6283185840707964,0.6814159292035398,0.8495575221238938,0.9646017699115044,0.9646017699115044,0.9734513274336283,0.9734513274336283,0.9734513274336283
speedup≥15%,0.08849557522123894,0.25663716814159293,0.40707964601769914,0.5221238938053098,0.5752212389380531,0.7433628318584071,0.8584070796460177,0.8584070796460177,0.8672566371681416,0.8672566371681416,0.8672566371681416
speedup≥20%,0.07079646017699115,0.23008849557522124,0.36283185840707965,0.4690265486725664,0.5221238938053098,0.6902654867256637,0.8053097345132744,0.8053097345132744,0.8141592920353983,0.8141592920353983,0.8141592920353983
speedup≥25%,0.061946902654867256,0.22123893805309736,0.34513274336283184,0.4424778761061947,0.49557522123893805,0.6637168141592921,0.7787610619469026,0.7787610619469026,0.7876106194690266,0.7876106194690266,0.7876106194690266
speedup≥30%,0.04424778761061947,0.18584070796460178,0.2920353982300885,0.3805309734513274,0.4336283185840708,0.5929203539823009,0.7079646017699115,0.7079646017699115,0.7168141592920354,0.7168141592920354,0.7168141592920354
speedup≥35%,0.02654867256637168,0.168141592920354,0.25663716814159293,0.34513274336283184,0.39823008849557523,0.5575221238938053,0.672566371681416,0.672566371681416,0.6814159292035398,0.6814159292035398,0.6814159292035398
speedup≥40%,0.017699115044247787,0.13274336283185842,0.22123893805309736,0.3008849557522124,0.34513274336283184,0.49557522123893805,0.6106194690265486,0.6106194690265486,0.6194690265486725,0.6194690265486725,0.6194690265486725
speedup≥45%,0.017699115044247787,0.13274336283185842,0.19469026548672566,0.2743362831858407,0.3185840707964602,0.4690265486725664,0.584070796460177,0.584070796460177,0.5929203539823009,0.5929203539823009,0.5929203539823009
speedup≥50%,0.017699115044247787,0.11504424778761062,0.168141592920354,0.24778761061946902,0.2920353982300885,0.4424778761061947,0.5575221238938053,0.5575221238938053,0.5663716814159292,0.5663716814159292,0.5663716814159292
