,loss≤0%,loss≤5%,loss≤10%,loss≤15%,loss≤20%,loss≤25%,loss≤30%,loss≤35%,loss≤40%,loss≤45%,loss≤50%
speedup≥0%,0.17699115044247787,0.3805309734513274,0.6194690265486725,0.7433628318584071,0.8761061946902655,0.9734513274336283,0.9911504424778761,0.9911504424778761,0.9911504424778761,0.9911504424778761,0.9911504424778761
speedup≥5%,0.168141592920354,0.37168141592920356,0.6106194690265486,0.7345132743362832,0.8672566371681416,0.9646017699115044,0.9823008849557522,0.9823008849557522,0.9823008849557522,0.9823008849557522,0.9823008849557522
speedup≥10%,0.168141592920354,0.37168141592920356,0.6106194690265486,0.7345132743362832,0.8672566371681416,0.9646017699115044,0.9823008849557522,0.9823008849557522,0.9823008849557522,0.9823008849557522,0.9823008849557522
speedup≥15%,0.12389380530973451,0.3185840707964602,0.5575221238938053,0.6814159292035398,0.8141592920353983,0.911504424778761,0.9292035398230089,0.9292035398230089,0.9292035398230089,0.9292035398230089,0.9292035398230089
speedup≥20%,0.07964601769911504,0.24778761061946902,0.4778761061946903,0.6017699115044248,0.7345132743362832,0.831858407079646,0.8495575221238938,0.8495575221238938,0.8495575221238938,0.8495575221238938,0.8495575221238938
speedup≥25%,0.05309734513274336,0.20353982300884957,0.4247787610619469,0.5309734513274337,0.6637168141592921,0.7610619469026548,0.7787610619469026,0.7787610619469026,0.7787610619469026,0.7787610619469026,0.7787610619469026
speedup≥30%,0.04424778761061947,0.18584070796460178,0.36283185840707965,0.45132743362831856,0.584070796460177,0.6814159292035398,0.6991150442477876,0.6991150442477876,0.6991150442477876,0.6991150442477876,0.6991150442477876
speedup≥35%,0.04424778761061947,0.17699115044247787,0.336283185840708,0.4247787610619469,0.5575221238938053,0.6548672566371682,0.672566371681416,0.672566371681416,0.672566371681416,0.672566371681416,0.672566371681416
speedup≥40%,0.035398230088495575,0.1415929203539823,0.2920353982300885,0.3805309734513274,0.49557522123893805,0.5929203539823009,0.6017699115044248,0.6017699115044248,0.6017699115044248,0.6017699115044248,0.6017699115044248
speedup≥45%,0.035398230088495575,0.1415929203539823,0.25663716814159293,0.3274336283185841,0.4336283185840708,0.5309734513274337,0.5398230088495575,0.5398230088495575,0.5398230088495575,0.5398230088495575,0.5398230088495575
speedup≥50%,0.02654867256637168,0.10619469026548672,0.20353982300884957,0.24778761061946902,0.35398230088495575,0.45132743362831856,0.46017699115044247,0.46017699115044247,0.46017699115044247,0.46017699115044247,0.46017699115044247
