,loss≤0%,loss≤5%,loss≤10%,loss≤15%,loss≤20%,loss≤25%,loss≤30%,loss≤35%,loss≤40%,loss≤45%,loss≤50%
speedup≥0%,0.07079646017699115,0.1504424778761062,0.26548672566371684,0.3185840707964602,0.36283185840707965,0.415929203539823,0.5398230088495575,0.6106194690265486,0.7522123893805309,0.911504424778761,0.9646017699115044
speedup≥5%,0.07079646017699115,0.1504424778761062,0.26548672566371684,0.3185840707964602,0.36283185840707965,0.415929203539823,0.5398230088495575,0.6106194690265486,0.7522123893805309,0.911504424778761,0.9646017699115044
speedup≥10%,0.07079646017699115,0.1504424778761062,0.26548672566371684,0.3185840707964602,0.36283185840707965,0.415929203539823,0.5398230088495575,0.6106194690265486,0.7522123893805309,0.911504424778761,0.9646017699115044
speedup≥15%,0.07079646017699115,0.1504424778761062,0.26548672566371684,0.3185840707964602,0.36283185840707965,0.415929203539823,0.5398230088495575,0.6106194690265486,0.7522123893805309,0.911504424778761,0.9646017699115044
speedup≥20%,0.061946902654867256,0.12389380530973451,0.23893805309734514,0.2831858407079646,0.3274336283185841,0.3805309734513274,0.504424778761062,0.5752212389380531,0.7168141592920354,0.8761061946902655,0.9292035398230089
speedup≥25%,0.061946902654867256,0.12389380530973451,0.23008849557522124,0.2743362831858407,0.3185840707964602,0.36283185840707965,0.48672566371681414,0.5575221238938053,0.6991150442477876,0.8584070796460177,0.911504424778761
speedup≥30%,0.061946902654867256,0.12389380530973451,0.22123893805309736,0.26548672566371684,0.30973451327433627,0.35398230088495575,0.4778761061946903,0.5486725663716814,0.6902654867256637,0.8495575221238938,0.9026548672566371
speedup≥35%,0.05309734513274336,0.11504424778761062,0.21238938053097345,0.25663716814159293,0.2920353982300885,0.336283185840708,0.45132743362831856,0.5221238938053098,0.6548672566371682,0.8141592920353983,0.8672566371681416
speedup≥40%,0.05309734513274336,0.09734513274336283,0.19469026548672566,0.23893805309734514,0.2743362831858407,0.3185840707964602,0.4336283185840708,0.504424778761062,0.6371681415929203,0.7964601769911505,0.8495575221238938
speedup≥45%,0.05309734513274336,0.09734513274336283,0.19469026548672566,0.23008849557522124,0.25663716814159293,0.2920353982300885,0.40707964601769914,0.4690265486725664,0.6017699115044248,0.7610619469026548,0.8141592920353983
speedup≥50%,0.04424778761061947,0.08849557522123894,0.18584070796460178,0.22123893805309736,0.24778761061946902,0.2831858407079646,0.3893805309734513,0.45132743362831856,0.584070796460177,0.7433628318584071,0.7964601769911505
