,loss≤0%,loss≤5%,loss≤10%,loss≤15%,loss≤20%,loss≤25%,loss≤30%,loss≤35%,loss≤40%,loss≤45%,loss≤50%
speedup≥0%,0.061946902654867256,0.11504424778761062,0.168141592920354,0.23008849557522124,0.26548672566371684,0.2920353982300885,0.40707964601769914,0.45132743362831856,0.5221238938053098,0.6106194690265486,0.6814159292035398
speedup≥5%,0.061946902654867256,0.11504424778761062,0.168141592920354,0.23008849557522124,0.26548672566371684,0.2920353982300885,0.40707964601769914,0.45132743362831856,0.5221238938053098,0.6106194690265486,0.6814159292035398
speedup≥10%,0.061946902654867256,0.11504424778761062,0.168141592920354,0.23008849557522124,0.26548672566371684,0.2920353982300885,0.40707964601769914,0.45132743362831856,0.5221238938053098,0.6106194690265486,0.6814159292035398
speedup≥15%,0.061946902654867256,0.11504424778761062,0.168141592920354,0.23008849557522124,0.26548672566371684,0.2920353982300885,0.40707964601769914,0.45132743362831856,0.5221238938053098,0.6106194690265486,0.6814159292035398
speedup≥20%,0.05309734513274336,0.08849557522123894,0.1415929203539823,0.19469026548672566,0.23008849557522124,0.25663716814159293,0.37168141592920356,0.415929203539823,0.48672566371681414,0.5752212389380531,0.6460176991150443
speedup≥25%,0.05309734513274336,0.08849557522123894,0.13274336283185842,0.18584070796460178,0.22123893805309736,0.23893805309734514,0.35398230088495575,0.39823008849557523,0.4690265486725664,0.5575221238938053,0.6283185840707964
speedup≥30%,0.05309734513274336,0.08849557522123894,0.12389380530973451,0.17699115044247787,0.21238938053097345,0.23008849557522124,0.34513274336283184,0.3893805309734513,0.46017699115044247,0.5486725663716814,0.6194690265486725
speedup≥35%,0.05309734513274336,0.08849557522123894,0.12389380530973451,0.17699115044247787,0.21238938053097345,0.23008849557522124,0.336283185840708,0.3805309734513274,0.45132743362831856,0.5398230088495575,0.6106194690265486
speedup≥40%,0.04424778761061947,0.07079646017699115,0.09734513274336283,0.1504424778761062,0.18584070796460178,0.20353982300884957,0.3008849557522124,0.34513274336283184,0.40707964601769914,0.49557522123893805,0.5663716814159292
speedup≥45%,0.04424778761061947,0.07079646017699115,0.09734513274336283,0.1504424778761062,0.18584070796460178,0.20353982300884957,0.3008849557522124,0.34513274336283184,0.40707964601769914,0.49557522123893805,0.5663716814159292
speedup≥50%,0.035398230088495575,0.061946902654867256,0.08849557522123894,0.1415929203539823,0.168141592920354,0.18584070796460178,0.2743362831858407,0.3185840707964602,0.3805309734513274,0.4690265486725664,0.5398230088495575
