,loss≤0%,loss≤5%,loss≤10%,loss≤15%,loss≤20%,loss≤25%,loss≤30%,loss≤35%,loss≤40%,loss≤45%,loss≤50%
speedup≥0%,0.20491803278688525,0.7704918032786885,0.9180327868852459,0.9590163934426229,0.9754098360655737,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492
speedup≥5%,0.19672131147540983,0.7377049180327869,0.8770491803278688,0.9180327868852459,0.9262295081967213,0.9344262295081968,0.9344262295081968,0.9344262295081968,0.9344262295081968,0.9344262295081968,0.9344262295081968
speedup≥10%,0.1721311475409836,0.680327868852459,0.8032786885245902,0.8360655737704918,0.8442622950819673,0.8524590163934426,0.8524590163934426,0.8524590163934426,0.8524590163934426,0.8524590163934426,0.8524590163934426
speedup≥15%,0.16393442622950818,0.6557377049180327,0.7704918032786885,0.7868852459016393,0.7950819672131147,0.7950819672131147,0.7950819672131147,0.7950819672131147,0.7950819672131147,0.7950819672131147,0.7950819672131147
speedup≥20%,0.16393442622950818,0.639344262295082,0.7540983606557377,0.7704918032786885,0.7786885245901639,0.7786885245901639,0.7786885245901639,0.7786885245901639,0.7786885245901639,0.7786885245901639,0.7786885245901639
speedup≥25%,0.13934426229508196,0.6065573770491803,0.7213114754098361,0.7377049180327869,0.7459016393442623,0.7459016393442623,0.7459016393442623,0.7459016393442623,0.7459016393442623,0.7459016393442623,0.7459016393442623
speedup≥30%,0.11475409836065574,0.5737704918032787,0.680327868852459,0.6967213114754098,0.7049180327868853,0.7049180327868853,0.7049180327868853,0.7049180327868853,0.7049180327868853,0.7049180327868853,0.7049180327868853
speedup≥35%,0.10655737704918032,0.5573770491803278,0.6639344262295082,0.6721311475409836,0.680327868852459,0.680327868852459,0.680327868852459,0.680327868852459,0.680327868852459,0.680327868852459,0.680327868852459
speedup≥40%,0.10655737704918032,0.5327868852459017,0.6229508196721312,0.6311475409836066,0.639344262295082,0.639344262295082,0.639344262295082,0.639344262295082,0.639344262295082,0.639344262295082,0.639344262295082
speedup≥45%,0.09016393442622951,0.5,0.5819672131147541,0.5901639344262295,0.5983606557377049,0.5983606557377049,0.5983606557377049,0.5983606557377049,0.5983606557377049,0.5983606557377049,0.5983606557377049
speedup≥50%,0.09016393442622951,0.4918032786885246,0.5737704918032787,0.5819672131147541,0.5901639344262295,0.5901639344262295,0.5901639344262295,0.5901639344262295,0.5901639344262295,0.5901639344262295,0.5901639344262295
