,loss≥0%,loss≥5%,loss≥10%,loss≥15%,loss≥20%,loss≥25%,loss≥30%,loss≥35%,loss≥40%,loss≥45%,loss≥50%
speedup≥0%,0.680327868852459,0.319672131147541,0.1721311475409836,0.12295081967213115,0.06557377049180328,0.040983606557377046,0.02459016393442623,0.00819672131147541,0.00819672131147541,0.0,0.0
speedup≥5%,0.6721311475409836,0.3114754098360656,0.16393442622950818,0.11475409836065574,0.06557377049180328,0.040983606557377046,0.02459016393442623,0.00819672131147541,0.00819672131147541,0.0,0.0
speedup≥10%,0.6475409836065574,0.29508196721311475,0.14754098360655737,0.09836065573770492,0.06557377049180328,0.040983606557377046,0.02459016393442623,0.00819672131147541,0.00819672131147541,0.0,0.0
speedup≥15%,0.6065573770491803,0.2786885245901639,0.14754098360655737,0.09836065573770492,0.06557377049180328,0.040983606557377046,0.02459016393442623,0.00819672131147541,0.00819672131147541,0.0,0.0
speedup≥20%,0.5819672131147541,0.2786885245901639,0.14754098360655737,0.09836065573770492,0.06557377049180328,0.040983606557377046,0.02459016393442623,0.00819672131147541,0.00819672131147541,0.0,0.0
speedup≥25%,0.5737704918032787,0.2786885245901639,0.14754098360655737,0.09836065573770492,0.06557377049180328,0.040983606557377046,0.02459016393442623,0.00819672131147541,0.00819672131147541,0.0,0.0
speedup≥30%,0.5573770491803278,0.2786885245901639,0.14754098360655737,0.09836065573770492,0.06557377049180328,0.040983606557377046,0.02459016393442623,0.00819672131147541,0.00819672131147541,0.0,0.0
speedup≥35%,0.5327868852459017,0.2786885245901639,0.14754098360655737,0.09836065573770492,0.06557377049180328,0.040983606557377046,0.02459016393442623,0.00819672131147541,0.00819672131147541,0.0,0.0
speedup≥40%,0.5245901639344263,0.2786885245901639,0.14754098360655737,0.09836065573770492,0.06557377049180328,0.040983606557377046,0.02459016393442623,0.00819672131147541,0.00819672131147541,0.0,0.0
speedup≥45%,0.5081967213114754,0.27049180327868855,0.14754098360655737,0.09836065573770492,0.06557377049180328,0.040983606557377046,0.02459016393442623,0.00819672131147541,0.00819672131147541,0.0,0.0
speedup≥50%,0.5,0.26229508196721313,0.14754098360655737,0.09836065573770492,0.06557377049180328,0.040983606557377046,0.02459016393442623,0.00819672131147541,0.00819672131147541,0.0,0.0
