,loss≥0%,loss≥5%,loss≥10%,loss≥15%,loss≥20%,loss≥25%,loss≥30%,loss≥35%,loss≥40%,loss≥45%,loss≥50%
speedup≥0%,0.17142857142857143,0.1523809523809524,0.12380952380952381,0.11428571428571428,0.09523809523809523,0.06666666666666667,0.047619047619047616,0.047619047619047616,0.02857142857142857,0.02857142857142857,0.02857142857142857
speedup≥5%,0.14285714285714285,0.13333333333333333,0.10476190476190476,0.09523809523809523,0.08571428571428572,0.05714285714285714,0.047619047619047616,0.047619047619047616,0.02857142857142857,0.02857142857142857,0.02857142857142857
speedup≥10%,0.12380952380952381,0.11428571428571428,0.10476190476190476,0.09523809523809523,0.08571428571428572,0.05714285714285714,0.047619047619047616,0.047619047619047616,0.02857142857142857,0.02857142857142857,0.02857142857142857
speedup≥15%,0.11428571428571428,0.10476190476190476,0.09523809523809523,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.047619047619047616,0.047619047619047616,0.02857142857142857,0.02857142857142857,0.02857142857142857
speedup≥20%,0.09523809523809523,0.08571428571428572,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.05714285714285714,0.047619047619047616,0.047619047619047616,0.02857142857142857,0.02857142857142857,0.02857142857142857
speedup≥25%,0.09523809523809523,0.08571428571428572,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.05714285714285714,0.047619047619047616,0.047619047619047616,0.02857142857142857,0.02857142857142857,0.02857142857142857
speedup≥30%,0.08571428571428572,0.08571428571428572,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.05714285714285714,0.047619047619047616,0.047619047619047616,0.02857142857142857,0.02857142857142857,0.02857142857142857
speedup≥35%,0.06666666666666667,0.06666666666666667,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.0380952380952381,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
speedup≥40%,0.05714285714285714,0.05714285714285714,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0380952380952381,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
speedup≥45%,0.05714285714285714,0.05714285714285714,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0380952380952381,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
speedup≥50%,0.05714285714285714,0.05714285714285714,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0380952380952381,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
