task,dataset,method_key,splitter,variant,analysis_tier,block_length_runs,estimate_time_saved_pct,ci_low,ci_high,confidence,n_complete_paired_runs,n_bootstrap,interval_method,unit
regression,1096_FacultySalaries,secretary|sqrt_n,secretary,sqrt_n,exploratory,5,11.961733290178289,2.9701987998457358,16.027436109678796,0.94999999999999996,100,10000,circular_moving_block_percentile_bootstrap,percent_training_time
regression,1193_BNG_lowbwt,best|,best,,confirmatory,5,0,0,0,0.94999999999999996,100,10000,circular_moving_block_percentile_bootstrap,percent_training_time
regression,1193_BNG_lowbwt,block_rank|,block_rank,,confirmatory,5,65.831486993196492,64.725866687265849,67.584867917104589,0.94999999999999996,100,10000,circular_moving_block_percentile_bootstrap,percent_training_time
regression,1193_BNG_lowbwt,double_secretary|0.1n,double_secretary,0.1n,exploratory,5,34.083712663249145,31.46033863540486,36.830134273227799,0.94999999999999996,100,10000,circular_moving_block_percentile_bootstrap,percent_training_time
regression,1193_BNG_lowbwt,double_secretary|1overe,double_secretary,1overe,confirmatory,5,5.4968191116210434,3.0032347990293529,8.3614739894649954,0.94999999999999996,100,10000,circular_moving_block_percentile_bootstrap,percent_training_time
regression,1193_BNG_lowbwt,double_secretary|ln_n,double_secretary,ln_n,exploratory,5,34.846718217692285,32.52934739327349,37.662101241470445,0.94999999999999996,100,10000,circular_moving_block_percentile_bootstrap,percent_training_time
regression,1193_BNG_lowbwt,double_secretary|sqrt_n,double_secretary,sqrt_n,exploratory,5,33.563201555031931,32.386694983698227,35.796919278977235,0.94999999999999996,100,10000,circular_moving_block_percentile_bootstrap,percent_training_time
regression,1193_BNG_lowbwt,extra_tree|max_features=1,extra_tree,max_features=1,confirmatory,5,90.098852222507247,89.85210104175269,90.469985749199068,0.94999999999999996,100,10000,circular_moving_block_percentile_bootstrap,percent_training_time
regression,1193_BNG_lowbwt,extra_tree|max_features=1over3,extra_tree,max_features=1over3,confirmatory,5,87.651690960772441,87.043005983506575,88.188885417282464,0.94999999999999996,100,10000,circular_moving_block_percentile_bootstrap,percent_training_time
regression,1193_BNG_lowbwt,extra_tree|max_features=2over3,extra_tree,max_features=2over3,confirmatory,5,82.822989282030548,82.24895279216976,83.291077608620739,0.94999999999999996,100,10000,circular_moving_block_percentile_bootstrap,percent_training_time
regression,1193_BNG_lowbwt,extra_tree|max_features=all,extra_tree,max_features=all,confirmatory,5,77.914604291653248,77.051832114301021,78.967316470627509,0.94999999999999996,100,10000,circular_moving_block_percentile_bootstrap,percent_training_time
regression,1193_BNG_lowbwt,prophet_1sample|,prophet_1sample,,confirmatory,5,15.387225391141435,13.179704962114137,17.629503683232617,0.94999999999999996,100,10000,circular_moving_block_percentile_bootstrap,percent_training_time
regression,1193_BNG_lowbwt,secretary_all|0.1n,secretary_all,0.1n,exploratory,5,40.68364702963747,38.31464621546332,42.318092848371535,0.94999999999999996,100,10000,circular_moving_block_percentile_bootstrap,percent_training_time
regression,1193_BNG_lowbwt,secretary_all|1overe,secretary_all,1overe,confirmatory,5,18.162270938986214,16.34778330328443,19.883342554154559,0.94999999999999996,100,10000,circular_moving_block_percentile_bootstrap,percent_training_time
regression,1193_BNG_lowbwt,secretary_all|ln_n,secretary_all,ln_n,exploratory,5,40.725613926002666,38.843472666184418,42.207102801278317,0.94999999999999996,100,10000,circular_moving_block_percentile_bootstrap,percent_training_time
regression,1193_BNG_lowbwt,secretary_all|sqrt_n,secretary_all,sqrt_n,exploratory,5,40.802114836022653,38.853378433471583,43.410577201715718,0.94999999999999996,100,10000,circular_moving_block_percentile_bootstrap,percent_training_time
